X,Y,OBJECTID,PWS_ID,PWS_NAME,CITY,DS_RO_SEQ_NO,MCD_CODE,MUNI_TYPE_CODE,SURVEY_TOWNSHIP,SURVEY_RANGE,SURVEY_RANGE_NDIR,SURVEY_SECTION,NUMBER_ENTRY_POINTS,SAMPLE_STATUS,SAMPLE_DATE,SAMPLE_RESULTS
498937.3749,362902.343900001,1668852,72901224,ELROY WATERWORKS,ELROY,147254,21,2,15,2,4,33,2,Sampled,2023/04/03 00:00:00+00,PFAS not detected in any samples from the water system
645243.2501,339946.281400001,1673538,11401544,THERESA WATERWORKS,THERESA,135288,42,0,12,17,4,10,2,Sampled,2023/04/12 00:00:00+00,PFAS not detected in any samples from the water system
649465.0624,367483.2501,1675318,42004292,FOND DU LAC TN WATER UTILITY,FOND DU LAC,21850799,,,15,18,4,18,1,,,
651654.5625,242900.640699999,1677928,26501277,COUNTRY ESTATES SANITARY DISTRICT TOWN OF LYONS 1,BURLINGTON,138399,18,0,2,18,4,8,1,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
556703.5626,446401.156099999,1680511,75001366,WHITING WATERWORKS,STEVENS POINT,148688,81,2,23,8,4,10,2,Sampled,2023/05/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
438372.2187,498073.281300001,1687202,60904492,BOYD WATERWORKS,BOYD,144981,6,1,29,5,2,31,2,Sampled,2023/05/01 00:00:00+00,PFAS not detected in any samples from the water system
577735.5,442561.3124,1690147,75000948,AMHERST WATERWORKS,AMHERST,148668,6,0,23,10,4,22,3,Sampled,2023/05/09 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
666597.0625,429154.8124,1695858,40504640,WRIGHTSTOWN WATERWORKS,WRIGHTSTOWN,140151,40,0,21,19,4,2,2,,,
583590.2501,272861.0,1698730,11300784,STOUGHTON WATERWORKS,STOUGHTON,134766,81,2,5,11,4,5,4,Sampled,2023/02/28 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
615861.5001,486802.031300001,1710395,45904540,GRESHAM WATERWORKS,GRESHAM,143218,31,1,27,14,4,3,1,Sampled,2023/05/23 00:00:00+00,PFAS not detected in any samples from the water system
694022.3125,432983.8125,1714784,40503518,DENMARK WATERWORKS,DENMARK,140139,16,1,22,22,4,27,2,Sampled,2023/06/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
535431.5626,387394.906300001,1718751,70101075,ADAMS WATERWORKS,ADAMS,146941,2,0,17,6,4,8,2,Sampled,2023/05/15 00:00:00+00,PFAS exceeds hazard index for samples from the water system
644662.9999,268503.5001,1719421,26801984,EAGLE WATERWORKS,EAGLE,139184,6,0,5,17,4,22,4,Sampled,2023/06/08 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
398704.4689,421208.75,1721052,66203192,ARCADIA WATERWORKS,ARCADIA,146748,4,0,21,9,2,31,4,Sampled,2023/04/19 00:00:00+00,PFAS not detected in any samples from the water system
597888.1249,320057.5626,1723573,11100386,COLUMBUS UTILITIES,COLUMBUS,134503,6,0,10,12,4,11,2,Sampled,2023/04/12 00:00:00+00,PFAS not detected in any samples from the water system
700535.6249,384777.1874,1739843,43604264,CLEVELAND WATERWORKS,CLEVELAND,141744,12,1,17,23,4,28,2,Sampled,2023/04/20 00:00:00+00,PFAS not detected in any samples from the water system
617919.1251,520775.3124,1741212,73401185,WHITE LAKE WATERWORKS,WHITE LAKE,147431,91,1,31,14,4,21,2,Sampled,2023/04/26 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
606225.0001,256957.8906,1742197,15401309,MILTON WATERWORKS,MILTON,136370,26,0,4,13,4,27,4,Sampled,2023/05/08 00:00:00+00,PFAS not detected in any samples from the water system
576254.375,400521.8125,1754784,47007180,WAUTOMA WATER DEPT,WAUTOMA,7598801,,,19,10,4,34,2,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
548464.4374,492893.093699999,1755644,73706600,RIB MOUNTAIN WATER UTILITY ,WAUSAU,148097,80,0,28,7,4,14,4,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
484242.9061,277135.5626,1759242,12201101,MONTFORT WATERWORKS,MONTFORT,135603,51,1,6,1,2,25,2,Sampled,2023/05/08 00:00:00+00,PFAS not detected in any samples from the water system
548321.2499,377375.0624,1764791,70101053,FEDERAL CORRECTIONAL INSTITUTION,OXFORD,146940,,,16,7,4,15,2,,,
669057.6249,417941.5626,1765140,40803774,FOREST JUNCTION PUB UTIL,FOREST JUNCTION,140445,,,20,20,4,8,2,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
658636.3124,319096.3126,1773147,26701169,SLINGER WATER UTILITY,SLINGER,138793,81,1,10,19,4,18,4,Sampled,2023/05/16 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
377255.4688,533341.75,1792354,60301351,DALLAS WATERWORKS,DALLAS,144649,20,0,32,12,2,14,1,Sampled,2023/06/27 00:00:00+00,PFAS not detected in any samples from the water system
479444.3436,252902.718699999,1794281,12201156,PLATTEVILLE WATERWORKS,PLATTEVILLE,135608,50,0,3,1,2,9,3,Sampled,2023/05/24 00:00:00+00,PFAS not detected in any samples from the water system
468232.0937,344814.406300001,1803940,66302588,LA FARGE WATERWORKS,LA FARGE,146852,46,1,13,2,2,29,2,Sampled,2023/04/12 00:00:00+00,PFAS not detected in any samples from the water system
562901.25,288507.031099999,1814353,11302346,MAPLE BLUFF WATERWORKS,MADISON,134788,32,0,7,9,4,19,1,,,
562901.25,288507.031099999,1814353,11302368,SHOREWOOD HILLS WATERWORKS,MADISON,134790,32,0,7,9,4,19,1,,,
654449.0,492078.1874,1815697,44304909,GILLETT WATERWORKS,GILLETT,142550,16,0,28,18,4,22,3,Sampled,2023/04/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
447363.9374,441628.531400001,1825167,62702981,ALMA CENTER WATERWORKS,ALMA CENTER,145778,1,1,23,4,2,30,2,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
484291.7813,301243.3126,1832881,12201123,MUSCODA WATERWORKS,MUSCODA,135605,42,0,8,1,2,12,2,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
605120.2501,442815.531300001,1845146,46903450,MANAWA WATERWORKS,MANAWA,143770,51,2,23,13,4,21,3,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
488175.6561,598682.125,1846617,85104085,FIFIELD SANITARY DISTRICT,FIFIELD,152975,10,0,39,1,4,18,1,Sampled,2023/04/19 00:00:00+00,PFAS not detected in any samples from the water system
464567.3751,560417.0,1846689,85501295,HAWKINS WATERWORKS,HAWKINS,151051,18,0,35,3,2,14,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
574069.9374,308280.843699999,1849271,11302214,DEFOREST WATERWORKS,DEFOREST,134777,,,9,10,4,17,4,Sampled,2023/05/30 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
583543.9375,551185.5001,1850619,73401174,ELCHO SANITARY DISTRICT 1,ELCHO,147430,8,0,34,10,4,13,1,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
625769.6876,326959.906300001,1853554,11400587,JUNEAU WATERWORKS,JUNEAU,135263,41,2,11,15,4,22,3,Sampled,2023/05/30 00:00:00+00,PFAS not detected in any samples from the water system
691320.3124,271153.031300001,1854288,24101726,OAK CREEK WATERWORKS,OAK CREEK,137399,65,2,5,22,4,16,1,Sampled,2023/04/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
566006.6874,283588.0624,1857748,11302313,FITCHBURG UTILITY DIST 1,FITCHBURG,134785,32,0,6,9,4,4,4,Sampled,2023/03/02 00:00:00+00,PFAS not detected in any samples from the water system
431639.5626,467604.031199999,1866055,61802312,AUGUSTA WATERWORKS,AUGUSTA,145623,2,2,25,6,2,4,4,Sampled,2023/06/20 00:00:00+00,PFAS not detected in any samples from the water system
559743.4375,291692.5626,1868002,11302423,MIDDLETON WATERWORKS,MIDDLETON,134795,38,0,7,8,4,11,6,Sampled,2023/03/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
529224.5625,233297.125,1868197,13300771,SOUTH WAYNE WATERWORKS,SOUTH WAYNE,136188,81,1,1,5,4,10,2,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
605191.375,428240.4999,1869983,46904033,WEYAUWEGA WATERWORKS,WEYAUWEGA,143782,42,0,21,13,4,4,3,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
497104.0,272326.781199999,1874207,12500829,LINDEN WATERWORKS,LINDEN,135827,14,0,5,2,4,8,2,Sampled,2023/06/06 00:00:00+00,PFAS not detected in any samples from the water system
529110.1251,281902.781300001,1874241,12500752,BARNEVELD WATERWORKS,BARNEVELD,135821,6,1,6,5,4,10,1,,,
655310.5625,433810.093699999,1880269,44516076,FREEDOM SANITARY DISTRICT,FREEDOM,19422441,,,22,18,4,22,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
607428.8751,349356.9375,1888609,11401445,FOX LAKE CORRECTIONAL INSTITUTION,FOX LAKE,135279,18,0,13,13,4,11,1,Sampled,2023/06/20 00:00:00+00,PFAS not detected in any samples from the water system
328519.5939,579513.375,1896068,64903377,FREDERIC WATERWORKS,FREDERIC,146402,26,1,37,17,2,27,4,Sampled,2023/06/20 00:00:00+00,PFAS not detected in any samples from the water system
335715.0938,603628.625,1897621,80703128,WEBSTER WATERWORKS,WEBSTER,150309,91,1,39,16,2,8,2,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
323052.6562,475392.906300001,1900617,64802397,ELLSWORTH WATERWORKS,ELLSWORTH,146279,6,0,26,17,2,19,3,Sampled,2023/05/02 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
517900.8126,233542.406300001,1903316,13300749,GRATIOT WATERWORKS,GRATIOT,136186,16,0,1,4,4,9,1,,,
645098.4999,347989.5001,1909012,11401511,LOMIRA WATERWORKS,LOMIRA,135285,30,0,13,17,4,15,2,Sampled,2023/04/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
374562.0625,549231.9375,1911997,60301252,BARRON LIGHT & WATER DEPT,BARRON,144569,6,0,34,12,2,28,4,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
623983.0001,263309.718699999,1913557,26500562,WHITEWATER WATERWORKS,WHITEWATER,138381,32,0,4,15,4,4,5,Sampled,2023/02/02 00:00:00+00,PFAS not detected in any samples from the water system
550041.4374,261083.1094,1917643,12300849,NEW GLARUS WATERWORKS,NEW GLARUS,135758,24,0,4,7,4,14,3,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
652512.2501,275158.781400001,1917731,26802776,PRAIRIE VILLAGE WATER TRUST,NORTH PRAIRIE,139248,61,1,6,18,4,33,2,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
701174.0624,366987.125,1919519,46003540,SHEBOYGAN WATER UTILITIES,SHEBOYGAN,143488,24,0,15,23,4,21,1,Sampled,2023/04/17 00:00:00+00,PFAS not detected in any samples from the water system
537077.8126,346394.0626,1929157,15706647,LAKE DELTON WATERWORKS,LAKE DELTON,137018,46,1,13,6,4,21,7,Sampled,2023/04/20 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
691064.375,301768.531099999,1942824,24105840,FOX POINT WATERWORKS,FOX POINT,137426,26,1,8,22,4,9,1,,,
614260.9374,333260.6875,1944169,11400598,BEAVER DAM WATER UTILITY,BEAVER DAM,135264,4,0,12,14,4,33,1,Sampled,2023/02/14 00:00:00+00,PFAS not detected in any samples from the water system
321203.0938,518867.375,1945937,65601261,NEW RICHMOND WATERWORKS,NEW RICHMOND,146588,61,2,30,18,2,2,5,Sampled,2023/05/17 00:00:00+00,PFAS not detected in any samples from the water system
503681.4375,338399.406199999,1948191,15300604,CAZENOVIA WATERWORKS,CAZENOVIA,136250,11,1,12,2,4,13,2,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
644754.0,260564.7969,1953177,26501464,TROY CENTER SANITARY DISTRICT,TROY CENTER,138414,,,4,17,4,15,1,,,
349148.7499,499895.4375,1961311,65602592,WILSON WATERWORKS,WILSON,146699,91,1,29,15,2,35,1,,,
569171.875,324110.281300001,1968803,11100375,POYNETTE WATERWORKS,POYNETTE,134502,72,1,11,9,4,35,2,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
601265.9999,488240.0625,1975103,45904518,BOWLER WATERWORKS,BOWLER,143217,8,1,28,13,4,31,1,Sampled,2023/04/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
349360.0938,511206.7501,1986960,65601206,GLENWOOD CITY WATERWORKS,GLENWOOD CITY,146583,31,2,30,15,2,26,2,,,
613808.4376,315588.156300001,1989374,11401533,REESEVILLE WATERWORKS,REESEVILLE,135287,77,1,10,14,4,28,2,Sampled,2023/05/30 00:00:00+00,PFAS not detected in any samples from the water system
666318.6874,446883.906099999,1991041,40517697,HOBART WATERWORKS  S A 2,HOBART,8893912,,,23,19,4,11,1,,,
686256.6875,298526.531099999,1998743,24101682,GLENDALE WATERWORKS,GLENDALE,137397,31,2,8,21,4,24,1,,,
686256.6875,298526.531099999,1998743,24135155,NORTH SHORE WATER COMMISSION,GLENDALE,137664,31,2,8,21,4,24,1,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
718991.0,446821.4374,1999648,43102818,KEWAUNEE WATERWORKS,KEWAUNEE,141602,41,2,23,25,4,17,3,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
550070.6251,492902.093699999,2000798,73701628,SCHOFIELD WATERWORKS,SCHOFIELD,147783,81,2,28,7,4,13,3,Sampled,2023/06/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
494308.1875,502571.343699999,2005799,61003261,DORCHESTER WATERWORKS,DORCHESTER,145274,16,1,29,1,4,13,1,Sampled,2023/04/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
463408.7188,296701.4375,2018455,12200892,BOSCOBEL WATERWORKS,BOSCOBEL,135587,6,0,8,3,2,26,3,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
679845.4999,376064.6249,2019196,46004398,ELKHART LAKE WATERWORKS,ELKHART LAKE,143494,21,1,16,21,4,20,2,Sampled,2023/06/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
489081.9064,285267.781099999,2022620,12500807,HIGHLAND WATERWORKS,HIGHLAND,135825,12,0,7,1,4,33,2,Sampled,2023/05/30 00:00:00+00,PFAS not detected in any samples from the water system
526824.125,426815.5,2023972,70101086,ROME WATER UTILITY,NEKOOSA,146942,,,21,5,4,9,1,Sampled,2023/05/04 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
341171.0,501780.718699999,2026459,65601195,BALDWIN WATERWORKS,BALDWIN,146582,2,0,29,16,2,25,2,Sampled,2023/05/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
573336.6249,369361.593599999,2029364,43902815,MONTELLO WATERWORKS,MONTELLO,142316,12,0,15,10,4,8,2,Sampled,2023/06/13 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
521166.3125,280247.0625,2033544,12500873,RIDGEWAY WATERWORKS,RIDGEWAY,135831,24,0,6,4,4,14,2,Sampled,2023/06/06 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
546519.5626,523559.1251,2035920,73501230,MERRILL WATERWORKS,MERRILL,147586,14,0,31,7,4,7,4,Sampled,2023/05/31 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
494429.8126,512351.0625,2035935,86105503,STETSONVILLE WATERWORKS,STETSONVILLE,28708992,,,30,1,4,13,1,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
339508.0626,500302.031300001,2045800,65601382,WOODVILLE WATERWORKS,WOODVILLE,146598,92,1,29,16,2,35,2,Sampled,2023/06/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
473288.5624,454245.343800001,2051242,61003305,NEILLSVILLE WATERWORKS,NEILLSVILLE,145278,61,2,24,2,2,14,1,Sampled,2023/04/03 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
655126.6874,231640.968699999,2052061,26514697,"BLOOMFIELD, VILLAGE OF",PELL LAKE,7609716,,,1,18,4,15,2,Sampled,2022/06/21 00:00:00+00,PFAS not detected in any samples from the water system
469735.6563,272422.781300001,2054183,12200474,STITZER SANITARY DIST 1,BELMONT,135574,,,5,2,2,9,1,,,
659545.0001,411425.218800001,2054559,40802718,SHERWOOD WATERWORKS,SHERWOOD,140363,79,1,20,19,4,32,2,,,
533944.875,283557.531400001,2063761,11300234,BLUE MOUNDS WATERWORKS,BLUE MOUNDS,134760,10,0,6,6,4,6,2,,,
528379.8125,428438.468699999,2069461,77201696,NEKOOSA WATERWORKS,NEKOOSA,149658,61,2,21,5,4,3,2,Sampled,2023/04/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
746209.9375,528220.8125,2077870,41505101,SISTER BAY WATERWORKS,SISTER BAY,140506,81,1,31,28,4,5,3,Sampled,2023/04/26 00:00:00+00,PFAS not detected in any samples from the water system
484168.9999,228612.906199999,2078574,12201024,HAZEL GREEN WATERWORKS,HAZEL GREEN,135597,22,0,1,1,2,25,2,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
668020.0001,396830.1251,2089671,40802223,CHILTON WATERWORKS,CHILTON,140359,8,0,18,20,4,18,1,Sampled,2023/05/30 00:00:00+00,PFAS not detected in any samples from the water system
440886.6874,594507.1249,2098410,85805346,WINTER WATERWORKS,WINTER,151215,32,0,39,5,2,32,2,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
559088.3126,395608.406199999,2105351,47002659,COLOMA WATERWORKS,COLOMA,144053,6,0,18,8,4,14,2,Sampled,2023/06/07 00:00:00+00,PFAS not detected in any samples from the water system
674785.6875,512871.2499,2106659,43804365,COLEMAN WATERWORKS,COLEMAN,141993,11,1,30,20,4,14,2,Sampled,2023/04/25 00:00:00+00,PFAS not detected in any samples from the water system
437805.9375,359323.5624,2109726,66302522,COON VALLEY WATERWORKS,COON VALLEY,146847,12,1,14,5,2,7,2,Sampled,2023/05/16 00:00:00+00,PFAS not detected in any samples from the water system
319145.7812,504489.281300001,2111466,65601349,ROBERTS WATERWORKS,ROBERTS,146595,76,1,29,18,2,22,2,Sampled,2023/06/12 00:00:00+00,PFAS not detected in any samples from the water system
665243.5626,298019.5624,2118767,26802336,SUSSEX VILLAGE HALL & WATER UTILITY,SUSSEX,139214,81,1,8,19,4,23,4,Sampled,2023/05/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
457129.0311,364108.6874,2125183,64202941,CASHTON WATERWORKS,CASHTON,146087,11,1,15,3,2,30,2,Sampled,2023/04/17 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
541951.8124,310955.625,2128475,15701059,SAUK CITY WATERWORKS,SAUK CITY,136631,81,1,9,6,4,12,2,Sampled,2023/04/10 00:00:00+00,PFAS not detected in any samples from the water system
596593.6874,323228.6875,2128809,11100980,FALL RIVER WATERWORKS,FALL RIVER,134518,26,1,11,12,4,34,2,Sampled,2023/05/03 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
644462.1874,283136.375,2128910,26801973,DOUSMAN WATER UTILITY,DOUSMAN,139183,16,1,6,17,4,3,2,Sampled,2023/04/12 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
675565.2499,413165.0624,2134712,40802212,BRILLION WATERWORKS,BRILLION,140358,2,0,20,20,4,25,3,Sampled,2023/04/19 00:00:00+00,PFAS not detected in any samples from the water system
610554.3124,363877.656300001,2139513,42004633,FAIRWATER WATERWORKS,FAIRWATER,141196,26,1,15,14,4,30,1,Sampled,2023/06/14 00:00:00+00,PFAS not detected in any samples from the water system
419029.5938,410962.843800001,2141122,66202730,ETTRICK WATERWORKS,ETTRICK,146743,14,0,20,7,2,31,2,Sampled,2023/04/24 00:00:00+00,PFAS not detected in any samples from the water system
367097.9688,430200.3126,2144214,60601926,ALMA WATERWORKS,ALMA,144863,2,0,21,13,2,2,2,Sampled,2023/04/11 00:00:00+00,PFAS not detected in any samples from the water system
691314.9375,261523.4531,2154148,25201847,CALEDONIA WATER UTILITY - VILLAGE OF,CALEDONIA,138030,4,0,4,22,4,16,2,,,
673321.9375,303055.0001,2154187,26800829,MENOMONEE FALLS WW - SURFACE WATER,MENOMONEE FALLS,139168,51,1,8,20,4,3,2,,,
401573.9375,487421.093900001,2176041,61802301,EAU CLAIRE WATERWORKS,EAU CLAIRE,145622,21,2,27,9,2,5,1,Sampled,2023/04/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
680740.3126,546555.2499,2176695,43804453,WAUSAUKEE WATERWORKS,WAUSAUKEE,142000,36,0,34,20,4,36,2,Sampled,2023/06/07 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
413459.7812,433934.718599999,2180332,66205799,LINCOLN TN OF SD 1,WHITEHALL,6300291,,,22,8,2,22,1,,,
696705.3124,353956.343900001,2189990,46004453,OOSTBURG WATERWORKS,OOSTBURG,143498,65,1,14,22,4,36,3,,,
536207.0624,431723.343699999,2195258,77201080,WIS RAPIDS WATER WORKS & LIGHTING COMM,WISCONSIN RAPIDS,149646,,,22,6,4,28,1,Sampled,2023/05/10 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
642199.4374,475454.3749,2195764,45904507,BONDUEL WATERWORKS,BONDUEL,143216,7,1,26,17,4,8,2,Sampled,2023/04/04 00:00:00+00,PFAS not detected in any samples from the water system
548436.4376,293269.531300001,2198408,11302192,CROSS PLAINS WATERWORKS,CROSS PLAINS,134775,20,0,7,7,4,3,3,Sampled,2023/04/24 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
493945.8126,301309.781199999,2208699,12500741,AVOCA WATERWORKS,AVOCA,135820,2,1,8,1,4,12,1,Sampled,2023/04/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
499000.9064,384172.468699999,2214397,72901202,WI AIR NATIONAL GUARD VOLK FIELD,CAMP DOUGLAS,147252,11,1,17,2,4,21,2,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
513413.5,369251.593800001,2214403,72901290,MAUSTON WATERWORKS,MAUSTON,147260,51,2,15,3,4,12,3,Sampled,2023/05/17 00:00:00+00,PFAS not detected in any samples from the water system
456114.2187,522150.0001,2216738,86101246,GILMAN WATERWORKS,GILMAN,151645,31,1,31,4,2,13,2,Sampled,2023/05/15 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
673049.2501,388867.5624,2219545,40802707,NEW HOLSTEIN WATERWORKS,NEW HOLSTEIN,140362,12,0,17,20,4,10,3,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
512937.6876,481628.75,2220435,73701683,STRATFORD WATERWORKS,STRATFORD,147788,82,1,27,3,4,24,5,Sampled,2023/05/22 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
617819.3125,460618.281400001,2225147,46903912,CLINTONVILLE UTILITIES,CLINTONVILLE,143772,11,2,25,14,4,26,3,Sampled,2023/04/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
314720.3438,546436.125,2231806,64903366,DRESSER WATERWORKS,DRESSER,146401,16,1,33,18,2,8,2,Sampled,2023/05/30 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
405582.7187,615661.4374,2232726,85805324,HAYWARD WATER UTILITY,HAYWARD,151213,10,0,41,9,2,27,3,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
674253.8125,530594.6875,2251398,43804112,CRIVITZ WATERWORKS,CRIVITZ,141991,21,1,32,20,4,20,3,Sampled,2023/06/14 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
576619.6249,604195.375,2253394,76401138,EAGLE RIVER WATERWORKS,EAGLE RIVER,148943,21,2,40,10,4,32,2,Sampled,2023/05/31 00:00:00+00,PFAS not detected in any samples from the water system
651055.3751,369117.093800001,2254914,42004655,MARY HILL PARK SANITARY DIST,FOND DU LAC,141198,18,0,15,18,4,8,1,,,
668216.4375,319244.531199999,2255012,26701114,JACKSON WATERWORKS,JACKSON,138788,14,0,10,20,4,18,5,Sampled,2023/06/13 00:00:00+00,PFAS not detected in any samples from the water system
672506.5626,455286.218800001,2256020,40504684,HOWARD WATERWORKS,GREEN BAY,140154,14,0,24,20,4,16,3,Sampled,2023/01/03 00:00:00+00,
385233.1564,641867.9999,2257618,81601421,GORDON CORRECTIONAL CENTER,GORDON,150526,12,0,43,11,2,4,2,,,
421713.5625,356257.968800001,2258325,66302621,STODDARD WATERWORKS,STODDARD,146855,81,1,14,7,2,21,2,Sampled,2023/05/02 00:00:00+00,PFAS not detected in any samples from the water system
458680.8437,330520.593800001,2258641,66302610,READSTOWN WATERWORKS,READSTOWN,146854,76,1,11,3,2,8,1,Sampled,2023/05/01 00:00:00+00,PFAS not detected in any samples from the water system
585147.9375,290763.8125,2262999,11302181,COTTAGE GROVE WATERWORKS,COTTAGE GROVE,134774,18,0,7,11,4,9,3,Sampled,2023/04/18 00:00:00+00,PFAS not detected in any samples from the water system
569337.6874,295031.4375,2269035,11302357,MENDOTA MENTAL HEALTH INST,MADISON,134789,32,0,8,9,4,35,2,Sampled,2023/04/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
600171.25,244031.4376,2283661,15401276,JANESVILLE WATER UTILITY,JANESVILLE,136368,16,0,2,12,4,1,5,Sampled,2022/11/01 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
445034.2189,538244.75,2286894,85502780,SHELDON WATER UTILITY,SHELDON,151160,81,1,33,5,2,26,1,,,
584958.8126,591179.8126,2287232,74401294,THREE LAKES SANITARY DISTRICT,THREE LAKES,148141,36,0,38,11,4,7,2,,,
683663.1875,410116.6875,2289525,43604319,REEDSVILLE WATERWORKS,REEDSVILLE,141748,76,1,19,21,4,2,1,Sampled,2023/04/19 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
559906.9374,443252.968800001,2290340,75007262,PLOVER WATERWORKS,PLOVER,148937,30,0,23,8,4,24,3,Sampled,2023/01/25 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
622062.9999,351150.156400001,2293657,11401423,WAUPUN CORRECTIONAL INST,WAUPUN,135278,92,2,13,15,4,5,3,Sampled,2023/04/18 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
430942.875,271202.781199999,2297669,12200848,BAGLEY WATERWORKS,BAGLEY,135583,6,1,5,6,2,16,2,,,
309050.1563,520926.3126,2301305,65601371,SOMERSET WATERWORKS,SOMERSET,146597,32,0,31,19,2,35,2,Sampled,2023/06/05 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
638889.6249,325417.1875,2303923,11401500,IRON RIDGE WATERWORKS,IRON RIDGE,135284,41,1,11,16,4,25,2,Sampled,2023/05/18 00:00:00+00,PFAS not detected in any samples from the water system
671798.5,285207.968699999,2304218,26802534,BROOKFIELD WATER UTILITY,BROOKFIELD,139229,2,0,7,20,4,33,17,Sampled,2023/05/23 00:00:00+00,PFAS detected below hazard index in one or more samples from the water system
653523.4375,451240.406199999,2305353,44503371,SEYMOUR WATERWORKS,SEYMOUR,142912,38,0,24,18,4,28,2,Sampled,2023/04/10 00:00:00+00,PFAS not detected in any samples from the water system
647967.4999,504927.4375,2306477,44304986,SURING WATERWORKS,SURING,142555,81,1,29,17,4,12,2,,,
